/** TRANSLATION TABLE. DO NOT EDIT **/
<DAT_BLOCK>
//View
View,android:layout_above,addRule(RelativeLayout.ABOVE,int),0x00012000
View,android:layout_alignBaseline,addRule(RelativeLayout.ALIGN_BASELINE,int),0x00012000
View,android:layout_alignBottom,addRule(RelativeLayout.ALIGN_BOTTOM,int),0x00012000
View,android:layout_alignEnd,addRule(RelativeLayout.ALIGN_END,int),0x00012000
View,android:layout_alignLeft,addRule(RelativeLayout.ALIGN_LEFT,int),0x00012000
View,android:layout_alignParentBottom,addRule(RelativeLayout.ALIGN_PARENT_BOTTOM,int),0x00012000
View,android:layout_alignParentEnd,addRule(RelativeLayout.ALIGN_PARENT_END,int),0x00012000
View,android:layout_alignParentLeft,addRule(RelativeLayout.ALIGN_PARENT_LEFT,int),0x00012000
View,android:layout_alignParentRight,addRule(RelativeLayout.ALIGN_PARENT_RIGHT,int),0x00012000
View,android:layout_alignParentStart,addRule(RelativeLayout.ALIGN_PARENT_START,int),0x00012000
View,android:layout_alignParentTop,addRule(RelativeLayout.ALIGN_PARENT_TOP,int),0x00012000
View,android:layout_alignRight,addRule(RelativeLayout.ALIGN_RIGHT,int),0x00012000
View,android:layout_alignStart,addRule(RelativeLayout.ALIGN_START,int),0x00012000
View,android:layout_alignTop,addRule(RelativeLayout.ALIGN_TOP,int),0x00012000
View,android:layout_below,addRule(RelativeLayout.BELOW,int),0x00012000
View,android:layout_centerHorizontal,addRule(RelativeLayout.CENTER_HORIZONTAL,int),0x00012000
View,android:layout_centerVertical,addRule(RelativeLayout.CENTER_VERTICAL,int),0x00012000
View,android:layout_toEndOf,addRule(RelativeLayout.END_OF,int),0x00012000
View,android:layout_toLeftOf,addRule(RelativeLayout.LEFT_OF,int),0x00012000
View,android:layout_toRightOf,addRule(RelativeLayout.RIGHT_OF,int),0x00012000
View,android:layout_toStartOf,addRule(RelativeLayout.START_OF,int),0x00012000

//ViewGroup
ViewGroup,android:addStatesFromChildren,,
ViewGroup,android:alwaysDrawnWithCache,,
ViewGroup,android:animateLayoutChanges,setLayoutTransition(LayoutTransition),0x0000000b
ViewGroup,android:animationCache,,
ViewGroup,android:clipChildren,setClipChildren(boolean),
ViewGroup,android:clipToPadding,setClipToPadding(boolean),
ViewGroup,android:descendantFocusability,,
ViewGroup,android:layoutAnimation,,
ViewGroup,android:layoutMode,setLayoutMode(int),0x00000012
ViewGroup,android:persistentDrawingCache,,
ViewGroup,android:splitMotionEvents,setMotionEventSplittingEnabled(boolean),0x0000000b

//AdapterView

//ListAdapter

//AbsListView
AbsListView,android:cacheColorHint,,
AbsListView,android:choiceMode,,
AbsListView,android:drawSelectorOnTop,setDrawSelectorOnTop(boolean),
AbsListView,android:fastScrollEnabled,,
AbsListView,android:listSelector,setSelector(int),
AbsListView,android:scrollingCache,,
AbsListView,android:smoothScrollbar,setSmoothScrollbarEnabled(boolean),0x00000003
AbsListView,android:stackFromBottom,,
AbsListView,android:textFilterEnabled,,

//CompoundButton
CompoundButton,android:button,setButtonDrawable(Drawable),
CompoundButton,android:buttonTint,setButtonTintList(ColorStateList),0x00000015
CompoundButton,android:buttonTintMode,setButtonTintMode(Mode),0x00000015

//Button

//ToggleButton
ToggleButton,android:disabledAlpha,,
ToggleButton,android:textOff,,

//CheckBox

//RadioButton
RadioButton,android:checked,setChecked(boolean),

//Spinner
Spinner,android:dropDownHorizontalOffset,setDropDownHorizontalOffset(int),0x00000010
Spinner,android:dropDownSelector,,
Spinner,android:dropDownVerticalOffset,setDropDownVerticalOffset(int),0x00000010
Spinner,android:dropDownWidth,setDropDownWidth(int),0x00000010
Spinner,android:gravity,setGravity(int),0x0000000b
Spinner,android:popupBackground,setPopupBackgroundResource(int),0x00000010
Spinner,android:prompt,,

//SeekBar

//QuickContactBadge

//RadioGroup
RadioGroup,android:checkedButton,getCheckedRadioButtonId,

//RatingBar
RatingBar,android:isIndicator,setIsIndicator(boolean),
RatingBar,android:numStars,,
RatingBar,android:rating,,

//Switch
Switch,android:showText,setShowText(boolean),0x00000015
Switch,android:splitTrack,setSplitTrack(boolean),0x00000015
Switch,android:switchMinWidth,setSwitchMinWidth(int),0x00000010
Switch,android:switchPadding,setSwitchPadding(int),0x00000010
Switch,android:switchTextAppearance,setSwitchTextAppearance(Context,int),0x0000000e
Switch,android:textOff,setTextOff(CharSequence),0x0000000e
Switch,android:textOn,setTextOn(CharSequence),0x0000000e
Switch,android:textStyle,setSwitchTypeface(Typeface),0x0000000e
Switch,android:thumb,setThumbResource(int),0x00000010
Switch,android:thumbTextPadding,setThumbTextPadding(int),0x00000010
Switch,android:thumbTint,setThumbTintList(ColorStateList),0x00000017
Switch,android:thumbTintMode,setThumbTintMode(Mode),0x00000017
Switch,android:track,setTrackResource(int),0x00000010
Switch,android:trackTint,setTrackTintList(ColorStateList),0x00000017
Switch,android:trackTintMode,setTrackTintMode(Mode),0x00000017
Switch,android:typeface,setSwitchTypeface(Typeface),0x0000000e

//ProgressBar
ProgressBar,android:animationResolution,,
ProgressBar,android:indeterminate,,
ProgressBar,android:indeterminateBehavior,,
ProgressBar,android:indeterminateDrawable,,
ProgressBar,android:indeterminateDuration,,
ProgressBar,android:indeterminateOnly,,
ProgressBar,android:indeterminateTint,setIndeterminateTintList(ColorStateList),0x00000015
ProgressBar,android:indeterminateTintMode,setIndeterminateTintMode(Mode),0x00000015
ProgressBar,android:interpolator,,
ProgressBar,android:max,,
ProgressBar,android:maxHeight,,
ProgressBar,android:maxWidth,,
ProgressBar,android:minHeight,,
ProgressBar,android:minWidth,,
ProgressBar,android:mirrorForRtl,,
ProgressBar,android:progress,,
ProgressBar,android:progressBackgroundTint,setProgressBackgroundTintList(ColorStateList),0x00000015
ProgressBar,android:progressBackgroundTintMode,setProgressBackgroundTintMode(Mode),0x00000015
ProgressBar,android:progressDrawable,,
ProgressBar,android:progressTint,setProgressTintList(ColorStateList),0x00000015
ProgressBar,android:progressTintMode,setProgressTintMode(Mode),0x00000015
ProgressBar,android:secondaryProgress,,
ProgressBar,android:secondaryProgressTint,setSecondaryProgressTintList(ColorStateList),0x00000015
ProgressBar,android:secondaryProgressTintMode,setSecondaryProgressTintMode(Mode),0x00000015

//TextView
TextView,android:autoLink,setAutoLinkMask(int),
TextView,android:autoText,setKeyListener(KeyListener),
TextView,android:breakStrategy,setBreakStrategy(int),0x00000017
TextView,android:bufferType,setText(<AX2J_OBJECT_NAME>.getText(),BufferType),0x00002000
TextView,android:capitalize,setKeyListener(KeyListener),
TextView,android:cursorVisible,setCursorVisible(boolean),
TextView,android:digits,setKeyListener(KeyListener),
TextView,android:drawableBottom,setCompoundDrawablesWithIntrinsicBounds(int,int,int,int),0x00000003
TextView,android:drawableBottom,setCompoundDrawablesRelativeWithIntrinsicBounds(int,int,int,int),0x00004000
TextView,android:drawableBottom,setCompoundDrawablesRelativeWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00004000
TextView,android:drawableBottom,setCompoundDrawablesWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00004000
TextView,android:drawableEnd,setCompoundDrawablesRelativeWithIntrinsicBounds(int,int,int,int),0x00000011
TextView,android:drawableEnd,setCompoundDrawablesRelativeWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00003000
TextView,android:drawableLeft,setCompoundDrawablesWithIntrinsicBounds(int,int,int,int),0x00000003
TextView,android:drawableLeft,setCompoundDrawablesWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00001000
TextView,android:drawablePadding,setCompoundDrawablePadding(int),
TextView,android:drawableRight,setCompoundDrawablesWithIntrinsicBounds(int,int,int,int),0x00000003
TextView,android:drawableRight,setCompoundDrawablesWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00003000
TextView,android:drawableStart,setCompoundDrawablesRelativeWithIntrinsicBounds(int,int,int,int),0x00000011
TextView,android:drawableStart,setCompoundDrawablesRelativeWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00001000
TextView,android:drawableTint,setCompoundDrawableTintList(ColorStateList),0x00000017
TextView,android:drawableTintMode,setCompoundDrawableTintMode(Mode),0x00000017
TextView,android:drawableTop,setCompoundDrawablesWithIntrinsicBounds(int,int,int,int),0x00000003
TextView,android:drawableTop,setCompoundDrawablesRelativeWithIntrinsicBounds(int,int,int,int),0x00002000
TextView,android:drawableTop,setCompoundDrawablesRelativeWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00002000
TextView,android:drawableTop,setCompoundDrawablesWithIntrinsicBounds(Drawable,Drawable,Drawable,Drawable),0x00002000
TextView,android:editable,,
TextView,android:editorExtras,setInputExtras(int),0x00000003
TextView,android:elegantTextHeight,setElegantTextHeight(boolean),0x00000015
TextView,android:ellipsize,setEllipsize(TruncateAt),
TextView,android:ems,setEms(int),
TextView,android:fontFamily,setTypeface(Typeface),
TextView,android:fontFeatureSettings,setFontFeatureSettings(String),0x00000015
TextView,android:freezesText,setFreezesText(boolean),
TextView,android:gravity,setGravity(int),
TextView,android:height,setHeight(int),
TextView,android:hint,setHint(int),
TextView,android:hyphenationFrequency,setHyphenationFrequency(int),0x00000017
TextView,android:imeActionId,setImeActionLabel(CharSequence,int),0x00000003
TextView,android:imeActionLabel,setImeActionLabel(CharSequence,int),0x00000003
TextView,android:imeOptions,setImeOptions(int),0x00000003
TextView,android:includeFontPadding,setIncludeFontPadding(boolean),
TextView,android:inputMethod,setKeyListener(KeyListener),
TextView,android:inputType,setRawInputType(int),0x00000003
TextView,android:letterSpacing,setLetterSpacing(float),0x00000015
TextView,android:lineSpacingExtra,setLineSpacing(float,float),
TextView,android:lineSpacingMultiplier,setLineSpacing(float,float),
TextView,android:lines,setLines(int),
TextView,android:linksClickable,setLinksClickable(boolean),
TextView,android:marqueeRepeatLimit,setMarqueeRepeatLimit(int),0x00000002
TextView,android:maxEms,setMaxEms(int),
TextView,android:maxHeight,setMaxHeight(int),
TextView,android:maxLength,setFilters(InputFilter),
TextView,android:maxLines,setMaxLines(int),
TextView,android:maxWidth,setMaxWidth(int),
TextView,android:minEms,setMinEms(int),
TextView,android:minHeight,setMinHeight(int),
TextView,android:minLines,setMinLines(int),
TextView,android:minWidth,setMinWidth(int),
TextView,android:numeric,setKeyListener(KeyListener),
TextView,android:password,setTransformationMethod(TransformationMethod),
TextView,android:phoneNumber,setKeyListener(KeyListener),
TextView,android:privateImeOptions,setPrivateImeOptions(String),0x00000003
TextView,android:scrollHorizontally,setHorizontallyScrolling(boolean),
TextView,android:selectAllOnFocus,setSelectAllOnFocus(boolean),
TextView,android:shadowColor,setShadowLayer(float,float,float,int),
TextView,android:shadowDx,setShadowLayer(float,float,float,int),
TextView,android:shadowDy,setShadowLayer(float,float,float,int),
TextView,android:shadowRadius,setShadowLayer(float,float,float,int),
TextView,android:singleLine,setTransformationMethod(TransformationMethod),
TextView,android:text,setText(CharSequence),
TextView,android:textAllCaps,setAllCaps(boolean),0x0000000e
TextView,android:textAppearance,setTextAppearance(int),0x00000017
TextView,android:textAppearance,setTextAppearance(context,int),0x00002000
TextView,android:textColor,setTextColor(ColorStateList),
TextView,android:textColorHighlight,setHighlightColor(int),
TextView,android:textColorHint,setHintTextColor(int),
TextView,android:textColorLink,setLinkTextColor(int),
TextView,android:textIsSelectable,isTextSelectable,0x0000000b
TextView,android:textScaleX,setTextScaleX(float),
TextView,android:textSize,setTextSize(float),
TextView,android:textStyle,setTypeface(Typeface,int),
TextView,android:typeface,setTypeface(Typeface,int),
TextView,android:width,setWidth(int),

//EditText

//GridLayout
GridLayout,android:alignmentMode,setAlignmentMode(int),0x0000000e
GridLayout,android:columnCount,setColumnCount(int),0x0000000e
GridLayout,android:columnOrderPreserved,setColumnOrderPreserved(boolean),0x0000000e
GridLayout,android:orientation,setOrientation(int),0x0000000e
GridLayout,android:rowCount,setRowCount(int),0x0000000e
GridLayout,android:rowOrderPreserved,setRowOrderPreserved(boolean),0x0000000e
GridLayout,android:useDefaultMargins,setUseDefaultMargins(boolean),0x0000000e

//RelativeLayout
RelativeLayout,android:gravity,setGravity(int),
RelativeLayout,android:ignoreGravity,setIgnoreGravity(int),

//LinearLayout
LinearLayout,android:baselineAligned,setBaselineAligned(boolean),
LinearLayout,android:baselineAlignedChildIndex,setBaselineAlignedChildIndex(int),
LinearLayout,android:divider,setDividerDrawable(Drawable),0x0000000b
LinearLayout,android:gravity,setGravity(int),
LinearLayout,android:measureWithLargestChild,setMeasureWithLargestChildEnabled(boolean),0x0000000b
LinearLayout,android:orientation,setOrientation(int),
LinearLayout,android:weightSum,setWeightSum(float),

//FrameLayout
FrameLayout,android:foregroundGravity,setForegroundGravity(int),
FrameLayout,android:measureAllChildren,setMeasureAllChildren(boolean),

//TableLayout
TableLayout,android:collapseColumns,setColumnCollapsed(int,boolean),
TableLayout,android:shrinkColumns,setShrinkAllColumns(boolean),
TableLayout,android:stretchColumns,setStretchAllColumns(boolean),

//TableRow

//Space

//Space

//Fragment
Fragment,android:fragmentAllowEnterTransitionOverlap,setAllowEnterTransitionOverlap(boolean),0x00000015
Fragment,android:fragmentAllowReturnTransitionOverlap,setAllowReturnTransitionOverlap(boolean),0x00000015
Fragment,android:fragmentEnterTransition,setEnterTransition(Transition),0x00000015
Fragment,android:fragmentExitTransition,setReturnTransition(Transition),0x00000015
Fragment,android:fragmentReenterTransition,setReenterTransition(Transition),0x00000015
Fragment,android:fragmentSharedElementEnterTransition,setSharedElementEnterTransition(Transition),0x00000015
Fragment,android:fragmentSharedElementReturnTransition,setSharedElementReturnTransition(Transition),0x00000015

//ListView
ListView,android:divider,setDivider(Drawable),
ListView,android:dividerHeight,setDividerHeight(int),
ListView,android:entries,,
ListView,android:footerDividersEnabled,,
ListView,android:headerDividersEnabled,setHeaderDividersEnabled(boolean),

//ExpandableListView
ExpandableListView,android:childDivider,,
ExpandableListView,android:childIndicator,,
ExpandableListView,android:childIndicatorEnd,,
ExpandableListView,android:childIndicatorLeft,,
ExpandableListView,android:childIndicatorRight,,
ExpandableListView,android:childIndicatorStart,,
ExpandableListView,android:groupIndicator,,
ExpandableListView,android:indicatorEnd,,
ExpandableListView,android:indicatorLeft,,
ExpandableListView,android:indicatorRight,,

//GridView
GridView,android:columnWidth,setColumnWidth(int),
GridView,android:gravity,setGravity(int),
GridView,android:horizontalSpacing,setHorizontalSpacing(int),
GridView,android:numColumns,setNumColumns(int),
GridView,android:stretchMode,setStretchMode(int),
GridView,android:verticalSpacing,setVerticalSpacing(int),

//ScrollView
ScrollView,android:fillViewport,setFillViewport(boolean),

//HorizontalScrollView
HorizontalScrollView,android:fillViewport,setFillViewport(boolean),0x00000003

//TabHost

//TabWidget
TabWidget,android:divider,setDividerDrawable(Drawable),0x00000004
TabWidget,android:tabStripEnabled,,
TabWidget,android:tabStripLeft,setLeftStripDrawable(int),0x00000008
TabWidget,android:tabStripRight,setRightStripDrawable(Drawable),0x00000008

//WebView

//ImageView
ImageView,android:adjustViewBounds,setAdjustViewBounds(boolean),
ImageView,android:baseline,setBaseline(int),0x0000000b
ImageView,android:baselineAlignBottom,setBaselineAlignBottom(boolean),0x0000000b
ImageView,android:cropToPadding,setCropToPadding(boolean),0x00000010
ImageView,android:maxHeight,setMaxHeight(int),
ImageView,android:maxWidth,setMaxWidth(int),
ImageView,android:scaleType,setScaleType(ScaleType),
ImageView,android:src,setImageResource(int),
ImageView,android:tint,setImageTintList(ColorStateList),0x00000015
ImageView,android:tintMode,setImageTintMode(Mode),0x00000015

//ImageButton

//Gallery
Gallery,android:animationDuration,setAnimationDuration(int),
Gallery,android:gravity,setGravity(int),
Gallery,android:spacing,setSpacing(int),
Gallery,android:unselectedAlpha,setUnselectedAlpha(float),

//MediaController

//VideoView

//TimePicker

//DatePicker
DatePicker,android:calendarTextColor,,
DatePicker,android:calendarViewShown,,
DatePicker,android:datePickerMode,,
DatePicker,android:dayOfWeekBackground,,
DatePicker,android:dayOfWeekTextAppearance,,
DatePicker,android:endYear,,
DatePicker,android:firstDayOfWeek,setFirstDayOfWeek(int),0x00000015
DatePicker,android:headerBackground,,
DatePicker,android:headerDayOfMonthTextAppearance,,
DatePicker,android:headerMonthTextAppearance,,
DatePicker,android:headerYearTextAppearance,,
DatePicker,android:maxDate,,
DatePicker,android:minDate,,
DatePicker,android:spinnersShown,,
DatePicker,android:startYear,,
DatePicker,android:yearListItemTextAppearance,,

//CalendarView
CalendarView,android:dateTextAppearance,setDateTextAppearance(int),0x00000010
CalendarView,android:firstDayOfWeek,setFirstDayOfWeek(int),0x0000000b
CalendarView,android:focusedMonthDateColor,setFocusedMonthDateColor(int),0x00000010
CalendarView,android:maxDate,setMaxDate(long),0x0000000b
CalendarView,android:minDate,setMinDate(long),0x0000000b
CalendarView,android:selectedDateVerticalBar,setSelectedDateVerticalBar(Drawable),0x00000010
CalendarView,android:selectedWeekBackgroundColor,setSelectedWeekBackgroundColor(int),0x00000010
CalendarView,android:showWeekNumber,setShowWeekNumber(boolean),0x0000000b
CalendarView,android:shownWeekCount,setShownWeekCount(int),0x00000010
CalendarView,android:unfocusedMonthDateColor,setUnfocusedMonthDateColor(int),0x00000010
CalendarView,android:weekDayTextAppearance,setWeekDayTextAppearance(int),0x00000010
CalendarView,android:weekNumberColor,setWeekNumberColor(int),0x00000010
CalendarView,android:weekSeparatorLineColor,setWeekSeparatorLineColor(int),0x00000010

//Chronometer
Chronometer,android:countDown,,

//DigitalClock

//ImageSwitcher

//AdapterViewFlipper
AdapterViewFlipper,android:autoStart,,
AdapterViewFlipper,android:flipInterval,setFlipInterval(int),0x0000000b

//StackView

//TextSwitcher

//ViewAnimator
ViewAnimator,android:animateFirstView,,
ViewAnimator,android:inAnimation,,

//ViewFlipper
ViewFlipper,android:autoStart,,

//ViewSwitcher

//ViewStub
ViewStub,android:inflatedId,setInflatedId(int),
ViewStub,android:layout,setLayoutResource(int),

//TextureView

//SurfaceView

//GestureOverlayView
GestureOverlayView,android:eventsInterceptionEnabled,,
GestureOverlayView,android:fadeDuration,,
GestureOverlayView,android:fadeEnabled,,
GestureOverlayView,android:fadeOffset,,
GestureOverlayView,android:gestureColor,,
GestureOverlayView,android:gestureStrokeAngleThreshold,,
GestureOverlayView,android:gestureStrokeLengthThreshold,,
GestureOverlayView,android:gestureStrokeSquarenessThreshold,,
GestureOverlayView,android:gestureStrokeType,,
GestureOverlayView,android:gestureStrokeWidth,,
GestureOverlayView,android:orientation,,

//NumberPicker

//ZoomButton

//ZoomControls

//DialerFilter

//TwoLineListItem

//AbsoluteLayout

//ActionMenuView

//TextClock
TextClock,android:format12Hour,setFormat12Hour(CharSequence),0x00000011
TextClock,android:format24Hour,setFormat24Hour(CharSequence),0x00000011
TextClock,android:timeZone,setTimeZone(String),0x00000011

//Toolbar
Toolbar,android:buttonGravity,,
Toolbar,android:collapseContentDescription,,
Toolbar,android:collapseIcon,,
Toolbar,android:contentInsetEnd,setContentInsetsRelative(int,int),0x00000015
Toolbar,android:contentInsetEndWithActions,setContentInsetEndWithActions(int),0x00000018
Toolbar,android:contentInsetLeft,setContentInsetsAbsolute(int,int),0x00000015
Toolbar,android:contentInsetRight,setContentInsetsAbsolute(int,int),0x00000015
Toolbar,android:contentInsetStart,setContentInsetsRelative(int,int),0x00000015
Toolbar,android:contentInsetStartWithNavigation,setContentInsetStartWithNavigation(int),0x00000018
Toolbar,android:gravity,,
Toolbar,android:logo,,
Toolbar,android:logoDescription,,
Toolbar,android:maxButtonHeight,,
Toolbar,android:navigationContentDescription,setNavigationContentDescription(int),0x00000015
Toolbar,android:navigationIcon,setNavigationIcon(int),0x00000015
Toolbar,android:popupTheme,,
Toolbar,android:subtitle,,
Toolbar,android:subtitleTextAppearance,,
Toolbar,android:subtitleTextColor,,
Toolbar,android:title,,
Toolbar,android:titleMargin,setTitleMargin(int,int,int,int),0x00000018
Toolbar,android:titleMarginBottom,setTitleMarginBottom(int),0x00000018
Toolbar,android:titleMarginEnd,setTitleMarginEnd(int),0x00000018
Toolbar,android:titleMarginStart,setTitleMarginStart(int),0x00000018
Toolbar,android:titleMarginTop,setTitleMarginTop(int),0x00000018
Toolbar,android:titleTextAppearance,,

//Drawable

//DrawableContainer

//GradientDrawable
GradientDrawable,android:angle,setOrientation(int),
GradientDrawable,android:bottom,,
GradientDrawable,android:centerColor,setColors(int,int,int),0x02002000
GradientDrawable,android:centerX,setGradientCenter(float,float),0x00001000
GradientDrawable,android:centerY,setGradientCenter(float,float),0x00002000
GradientDrawable,android:color,setStroke(int,int,int,int),0x00002000
GradientDrawable,android:color,setColor(int),
GradientDrawable,android:dashGap,setStroke(int,int,int,int),0x00004000
GradientDrawable,android:dashWidth,setStroke(int,int,int,int),0x00003000
GradientDrawable,android:endColor,setColors(int,int,int),0x02003000
GradientDrawable,android:endColor,setColors(int,int),0x02002000
GradientDrawable,android:gradientRadius,setGradientRadius(float),
GradientDrawable,android:height,,
GradientDrawable,android:innerRadius,,
GradientDrawable,android:innerRadiusRatio,,
GradientDrawable,android:left,,
GradientDrawable,android:right,,
GradientDrawable,android:shape,setType(int),
GradientDrawable,android:startColor,setColors(int,int,int),0x02001000
GradientDrawable,android:startColor,setColors(int,int),0x02001000
GradientDrawable,android:thickness,,
GradientDrawable,android:thicknessRatio,,
GradientDrawable,android:top,,
GradientDrawable,android:type,setGradientType(int),
GradientDrawable,android:useLevel,setUseLevel(boolean),
GradientDrawable,android:visible,,
GradientDrawable,android:width,setStroke(int,int,int,int),0x00001000
GradientDrawable,android:radius,setCornerRadius(int),
GradientDrawable,android:topLeftRadius,setCornerRadii(float,float,float,float),0x02001000
GradientDrawable,android:topRightRadius,setCornerRadii(float,float,float,float),0x02002000
GradientDrawable,android:bottomRightRadius,setCornerRadii(float,float,float,float),0x02003000
GradientDrawable,android:bottomLeftRadius,setCornerRadii(float,float,float,float),0x02004000

//ColorStateList
ColorStateList,android:alpha,,

//StateListDrawable
StateListDrawable,android:constantSize,,
StateListDrawable,android:state_activated,,
StateListDrawable,android:state_active,,
StateListDrawable,android:state_checkable,,
StateListDrawable,android:state_checked,,
StateListDrawable,android:state_enabled,,
StateListDrawable,android:state_first,,
StateListDrawable,android:state_focused,,
StateListDrawable,android:state_last,,
StateListDrawable,android:state_middle,,
StateListDrawable,android:state_pressed,,
StateListDrawable,android:state_selected,,
StateListDrawable,android:state_single,,
StateListDrawable,android:state_window_focused,,
StateListDrawable,android:variablePadding,,


<DAT_BLOCK>

<STYLE_BLOCK>
WindowTitleBackground,,android:background="@android:drawable/title_bar"
